31	76	14	51	92	13
-39	70	-57	35	-62	-91
98	1	-43	43	-52	-65
65	-49	64	52	62	40
40	-58	-46	77	-9	-43
-69	-19	71	-69	47	-19
92	20	13	45	-98	20
94	88	-37	31	45	84
10	92	-94	41	-36	-26
36	-13	-45	19	42	-61
-42	-56	-17	-81	-12	-31
-94	93	-73	85	-56	-83
9	1	-27	57	-14	-52
-64	59	52	-75	-49	-51
-26	-48	-78	4	-78	-57
46	56	-65	-24	-62	-100
-8	-77	52	-12	-53	-3
68	-44	-79	-13	-10	-79
10	-24	-69	-34	-47	5
29	70	54	98	-9	-49
-97	-26	27	-17	-14	80
-57	-45	-69	-52	54	-6
-9	76	-7	66	-74	25
12	6	-12	52	35	-93
-72	-23	-69	25	-2	-74
6	-69	-62	70	-39	-35
-82	-27	13	-21	-41	-35
57	-80	85	33	-43	-68
-92	95	-96	2	60	-67
32	-71	86	-23	-85	64
-82	-22	-53	25	-50	-35
59	49	88	-64	-75	-35
-33	72	52	79	86	37
-99	91	49	98	70	65
21	-1	-53	28	58	-34
-58	74	98	-11	42	28
5	55	13	-71	-78	-91
75	-69	-54	-68	12	-27
-75	46	-37	-55	74	37
81	-42	33	66	53	-75
7	69	77	24	-73	-9
82	45	15	82	-14	27
-21	54	40	42	-33	-12
85	-37	64	-79	-78	-42
-54	-62	57	-19	11	-28
-25	80	18	0	-23	-18
-71	-33	90	-29	-86	95
-64	-70	-28	-77	-77	-57
-39	6	40	56	-96	-31
49	-28	-67	-32	-3	45
-37	88	-12	15	-66	23
-43	-70	75	25	87	-1
-84	24	-49	-71	-82	-69
-81	-24	94	-95	63	-47
83	49	65	-36	-100	53
-63	-34	62	-23	-36	80
-14	-69	-95	-88	-26	32
29	2	77	-96	-31	44
4	85	12	-67	19	-67
2	-7	79	30	79	3
56	23	-89	42	-94	-68
-60	-87	16	-98	-36	37
-61	71	94	-19	-89	10
80	-92	-24	45	67	-6
83	-11	38	98	-74	5
4	-2	88	94	86	17
55	76	58	-40	-62	5
63	-20	9	-46	71	-32
10	-86	-1	-31	6	-44
-24	-33	-90	78	-98	68
13	-20	-79	11	35	-3
60	-65	-27	-61	67	0
-24	97	-22	-18	65	-71
74	50	80	96	63	-87
-72	80	-71	-78	24	38
31	-13	81	51	-30	38
15	54	-22	23	97	-22
-23	67	13	-15	23	63
88	24	-51	-45	-69	52
-86	-90	17	-54	-97	-47
35	-18	-59	20	-32	-91
-78	87	-41	-24	-59	-43
-44	-52	21	79	96	-79
4	94	52	49	-56	12
-48	4	17	52	-87	26
-46	29	-62	-100	25	49
51	10	-86	62	-26	52
15	-77	96	-24	2	-55
55	27	-83	-44	-59	8
-1	83	-77	51	85	23
-23	74	40	1	-72	-44
35	-6	69	-17	-42	92
92	97	66	-20	-38	-43
-48	-58	-99	-44	-60	49
24	80	-90	65	-85	24
-79	20	-18	55	-86	37
94	57	-33	23	7	-68
38	81	-85	48	-92	68
-61	-12	-81	94	47	-90
79	5	-48	86	-15	96
4	-16	-7	58	-5	89
80	14	82	97	-43	7
-4	-79	-28	-59	-42	-7
43	88	-42	38	90	-75
-40	-99	75	88	22	39
37	36	22	38	25	-98
-18	-37	18	-65	26	-37
-74	-95	-77	100	3	-39
-66	-84	-74	46	14	-69
48	84	31	-34	62	0
92	46	-76	-87	70	64
-98	-89	-28	14	-80	68
82	23	-18	-88	81	57
-54	-22	-18	56	-44	14
-89	-10	-79	-18	71	48
61	39	44	-98	95	17
-21	4	-74	35	-11	-36
-9	78	81	98	72	-60
-38	-75	99	14	39	27
81	-12	-44	79	-5	51
-74	-32	60	-90	11	44
57	-62	-45	38	-22	-8
-2	16	-16	-54	-42	-41
19	20	-60	94	-19	-94
-92	-49	3	-18	-37	-95
-71	-19	-2	-40	-11	25
-93	16	76	2	30	-78
-92	-14	-80	17	-14	-15
-100	-47	-82	-25	78	-75
-93	-69	14	54	85	89
12	0	27	17	52	3
-58	-60	-7	72	-52	-40
81	-98	11	90	-26	78
36	42	-10	-40	-75	46
-90	-67	-48	-42	-7	86
-55	-55	-9	-82	-18	-76
-75	-40	-33	-31	-94	12
-78	40	26	-46	-20	87
-20	-98	-10	-54	-44	87
-5	52	37	-36	12	63
9	-29	-97	18	-89	-85
-34	-94	78	67	-34	-12
-48	72	75	50	-60	76
95	64	-12	38	-41	-95
-96	70	-77	-44	9	21
-22	-40	-8	100	-65	14
-35	-29	72	80	13	85
-14	94	-99	-7	9	39
-51	-53	-83	30	-5	-23
-51	-47	27	-57	-98	36
29	-77	1	-82	0	74
68	35	-40	35	-3	39
-9	-37	-84	-40	-40	77
42	-80	81	-56	-34	-82
84	-22	14	-79	36	2
14	-5	51	-38	59	47
-75	-18	71	-32	-52	-34
50	70	-38	-48	-43	32
-65	20	-66	-100	99	46
6	69	0	-73	0	53
93	-89	-5	20	29	59
-87	30	-67	25	16	-56
29	-62	-30	11	-68	32
88	-70	-70	-13	-2	86
-67	-97	-29	66	23	-92
33	-69	-45	-82	-80	-33
-44	-78	71	5	17	2
1	83	33	68	99	-92
35	-76	-40	60	-16	-56
-96	-97	-23	-72	-75	56
-79	77	-24	94	65	-9
80	-13	-84	29	19	-71
-42	25	16	-99	-23	-2
-66	48	1	67	-32	87
12	23	-12	-23	-96	86
81	-19	-11	33	84	70
-71	-18	9	31	0	-16
26	-23	29	47	-19	95
-63	-58	-67	-47	91	68
-43	-10	-80	78	79	-4
58	70	28	-66	-49	19
-14	19	2	-80	11	-67
39	-68	32	2	-20	60
14	-29	36	19	-41	-24
-71	-36	-3	98	97	-43
-14	7	-36	-20	-13	19
-90	-42	-44	-38	65	-57
48	90	-52	-23	-67	-39
61	91	-26	61	68	8
97	-93	-85	-2	-88	90
92	-25	-51	98	-71	7
87	97	44	52	-86	91
-33	-1	85	-50	45	78
54	-32	80	-70	28	87
-41	78	-91	-7	-91	18
69	76	46	4	-36	78
-36	48	55	91	51	3
-22	-43	81	94	-28	61
-90	31	-82	63	-30	96
99	1	41	19	20	3
55	-43	-49	-50	35	88
-90	62	10	2	-56	12
-94	-33	1	-57	-63	0
-2	59	79	-29	-4	-56
90	-10	-13	-83	-44	48
-21	-5	77	86	19	-68
85	-30	-22	56	55	65
-12	-60	-74	74	-31	17
16	98	92	-96	-85	-39
-74	20	-29	44	-30	78
-91	-65	-38	-11	18	-2
-74	-42	76	35	-98	68
75	-57	-92	63	-92	31
41	49	-48	24	-55	25
77	89	16	-50	-67	83
-2	-71	-29	10	-25	27
31	70	68	8	95	-31
-76	85	-69	-17	-46	-29
-67	99	-78	-89	-39	30
-21	88	23	59	62	-31
25	-21	18	-87	-29	90
11	-39	71	-28	39	-30
11	-20	-14	34	62	73
51	-78	-51	-61	63	-99
-57	23	-7	19	-26	-42
96	55	34	-47	-46	89
65	60	32	-73	6	29
44	-57	41	-11	83	2
-20	73	-93	84	-51	40
-68	11	-70	-23	36	-57
-43	-27	32	67	-74	-53
-89	32	49	8	98	36
-19	-21	73	94	-65	-54
98	-74	-21	-64	-66	26
71	5	13	46	83	-55
27	26	-25	10	-8	-2
-5	-72	56	60	100	80
-50	49	-25	65	80	96
-84	-48	79	14	14	-91
6	-93	-77	55	76	-74
37	12	10	87	1	18
-28	-75	17	-66	74	-29
75	14	8	95	17	-92
-81	-92	-61	48	98	-61
78	6	-40	7	-14	-76
57	32	-13	-61	-69	-86
-99	-80	97	-81	-34	-11
-91	-85	50	-23	18	56
46	16	-77	66	-45	24
9	61	-51	77	51	100
6	15	-100	44	-9	-42
43	-18	16	47	100	-47
-96	-27	13	95	21	40
-46	-78	-65	68	97	-67
28	-97	-93	52	93	-56
86	-38	71	73	67	-5
-70	-99	-65	-62	-79	-80
17	21	66	52	-64	34
27	91	6	96	-32	-21
78	-49	-54	37	-64	-94
11	46	80	-45	23	-77
99	-48	15	-18	-26	-41
-43	-4	26	-33	16	5
-80	-72	-82	97	-66	59
95	-65	28	21	43	-35
43	16	39	-86	-56	48
82	-70	86	-28	89	-99
8	61	-11	21	-41	85
2	43	95	-60	-63	-42
-77	52	-37	9	36	50
-72	-44	82	12	-14	88
26	38	-3	9	65	-44
-75	31	67	-5	-68	-39
-66	33	-59	22	-75	-53
-30	-54	-62	18	56	-36
96	83	-5	-63	-61	91
19	59	99	-54	70	-75
34	30	-35	-77	82	58
-21	34	-44	-18	-43	44
-4	-77	-79	-30	16	8
25	36	-55	-59	44	-25
29	-84	-83	8	87	31
56	-45	-7	-55	-12	-98
-30	-68	-91	70	-98	-52
54	57	-40	-46	-6	2
-85	-88	20	47	38	-7
-42	-15	68	-44	-54	55
-27	51	-87	-28	-98	-4
-26	-87	-7	-45	25	-58
-5	-15	42	94	85	93
-27	-43	-61	-53	97	96
-10	-4	-26	7	16	-42
29	-98	-5	-84	-80	4
-39	-66	-57	-23	-83	4
76	75	19	87	-30	-71
-17	19	-23	-8	85	64
-21	21	-61	-26	-69	-12
84	69	89	40	-70	-17
44	-20	-25	-9	65	75
-53	20	95	89	34	-91
-97	-67	-7	-78	88	-26
-72	-42	63	-75	-67	-68
-53	84	100	57	37	-39
-48	-72	83	-99	89	-69
100	57	-49	42	-91	48
-78	75	-60	-60	-5	-84
-21	-16	74	-65	67	-91
-34	14	-38	14	47	48
-34	-6	77	69	25	-53
-73	-22	72	-89	46	-54
96	78	-62	-87	54	-65
25	42	-44	37	63	86
-60	-30	100	81	-48	-83
100	66	-75	-44	-20	-91
-42	-8	75	-38	78	75
-66	68	29	-19	-37	66
92	31	33	81	-28	-39
12	-19	-20	19	-86	-75
80	42	93	-50	24	28
-10	-69	92	48	-74	45
18	89	-59	-65	22	-30
82	-1	96	99	1	-96
-46	55	61	-25	-1	-19
24	34	60	-52	75	-97
46	24	12	-60	-65	-84
21	90	70	-90	33	46
89	-50	-20	-34	-58	66
23	85	-11	90	-32	-91
-54	-49	24	64	92	33
-68	43	-33	-6	-85	-47
-8	99	50	-86	-83	94
92	60	90	66	-85	64
75	91	85	-49	90	99
46	8	-26	-92	25	78
51	37	26	-97	22	2
46	21	-45	90	-86	-47
24	-26	31	98	-93	-44
-47	81	48	-39	41	93
80	91	33	81	39	43
1	-90	-61	48	-35	-92
-54	52	49	-29	0	-44
-62	88	54	-83	70	82
69	5	42	11	60	-84
86	-2	-11	50	-45	-1
27	91	85	27	11	-4
-6	67	-62	-81	-78	-97
-60	-10	-1	-81	-47	-17
54	79	-69	46	26	-88
8	-65	21	-7	17	-66
-49	-34	25	-91	83	-87
76	-29	-8	12	48	-88
-48	-100	48	-59	-19	29
84	-64	-26	-81	21	89
34	66	-4	54	-54	54
18	35	67	-58	60	-70
74	-10	43	11	-13	29
60	29	51	-13	-33	-78
-43	44	64	34	47	79
-41	-60	69	-36	-42	-99
1	-2	-2	90	8	79
99	-63	-99	34	-77	-61
-44	-42	13	74	60	15
-12	91	-92	13	-100	-75
42	-5	33	21	89	96
1	37	38	-40	-75	-8
43	10	-18	57	-74	100
50	-11	8	-42	20	-40
-18	-43	27	68	-52	-14
46	-84	100	3	-64	-66
39	37	51	52	-10	-34
83	100	-89	28	87	-26
2	-34	18	84	14	77
20	-78	-45	100	16	64
-12	-32	17	22	62	77
6	76	23	-22	-33	39
-59	68	-97	29	-36	55
90	85	20	-43	65	76
20	-45	5	26	-83	97
53	77	-16	25	72	97
100	-98	-66	-18	-94	9
-48	92	66	-96	-28	34
98	-30	-23	77	-72	-31
-44	31	17	59	-12	-13
-85	-11	71	-9	46	85
-34	71	36	-29	-78	28
84	39	-2	63	3	-71
37	-33	3	-69	-69	71
-75	100	-11	-12	8	23
-14	50	-50	19	-89	-14
-97	67	50	-98	27	42
91	100	-95	-77	-66	-68
-85	-90	0	-56	-46	56
-79	-89	-99	32	32	86
81	-12	-16	-86	-52	74
-63	-22	-1	32	82	69
-93	40	18	95	-10	-17
47	0	96	34	-94	-65
-30	55	-74	-17	-94	-76
18	-26	66	-41	-47	-51
85	28	49	-66	-58	59
82	35	-42	15	61	28
-4	-5	-39	-60	19	14
54	47	-79	-75	79	54
45	-32	-13	71	-66	59
-46	-22	55	61	85	-73
-88	91	27	82	12	35
-23	-46	-49	-76	85	-15
-76	-90	83	-71	74	37
-53	40	-51	31	80	-83
-31	-11	14	0	3	-30
7	-56	36	-35	-82	-41
-45	-49	44	65	-98	-64
35	-97	51	-97	79	2
-61	-51	41	95	-25	43
-38	-65	92	-90	66	1
21	46	-56	48	19	-79
79	99	-79	-61	58	-86
-76	21	92	21	54	85
-91	32	-4	18	-48	87
19	36	68	-9	94	-74
24	51	-29	-25	-11	-52
-44	-57	10	-68	-79	58
-85	-95	53	7	63	62
-4	-86	63	74	-4	50
-40	-38	95	7	-31	45
-45	72	74	4	44	63
44	-25	-66	-88	-95	-61
-5	56	-86	82	-59	-93
36	-57	35	-85	96	70
25	44	-53	33	51	-87
6	78	-54	38	13	66
47	21	-33	-21	-72	64
-41	-68	37	17	-2	-28
1	35	-95	-37	94	-47
68	-85	63	30	-13	33
-16	35	-39	17	-9	5
-47	64	-84	2	-35	11
0	1	-100	68	-76	71
22	99	11	-84	-3	7
41	73	57	-50	93	-28
43	73	18	85	-80	82
17	-17	16	84	27	-27
50	-42	34	-73	76	56
-76	4	67	71	0	22
-11	-35	-80	-24	64	88
84	-34	-23	85	-8	12
-36	-95	-35	-81	-75	-82
41	-16	-47	47	-38	64
-12	54	-25	-32	44	-66
-48	86	-86	94	-68	91
-96	-56	-17	-40	-42	-4
-79	-40	-96	82	-14	46
68	78	-3	-45	-7	85
-60	-67	-31	-36	-38	50
41	-14	-60	-67	-91	-28
49	-77	-88	-67	47	42
41	-79	-44	-18	-26	-95
80	-19	-77	83	30	82
14	-7	66	56	-72	-92
-74	37	8	-37	51	-88
-80	-46	11	-84	0	95
-94	68	80	-86	17	61
53	88	74	-48	-46	85
62	52	-2	80	-82	73
7	-17	-58	28	-7	58
-63	-95	96	-44	16	1
-90	-2	30	32	68	55
60	61	17	-36	-47	53
3	-11	86	-13	59	-63
23	54	33	-51	28	83
36	79	61	100	-5	-34
29	31	60	71	-83	53
20	-30	62	64	42	-38
-2	-83	-58	-78	-27	24
-60	98	18	-83	-53	-76
85	-98	62	20	97	-58
13	-95	73	73	-35	-50
2	21	98	28	21	32
-85	-81	-75	62	60	5
-55	-77	-87	6	-74	18
27	56	69	9	-67	-98
66	33	-70	64	-47	20
-35	-18	60	81	2	21
-87	88	75	83	-37	58
-52	60	-1	-61	17	-31
7	12	94	-62	93	14
-15	-62	-35	-49	73	-73
78	14	78	40	54	94
66	15	60	94	75	-14
-10	-67	79	65	-42	-18
55	-74	51	18	-67	-39
-78	-27	-22	91	77	90
61	31	-26	-25	-62	-40
1	-51	-31	-100	45	54
-16	76	-62	71	1	74
-83	-69	32	7	48	37
63	50	4	-66	1	90
-70	82	44	54	11	23
99	23	1	61	-13	-39
26	57	-2	-23	69	11
33	55	57	-77	25	-13
95	-65	53	-51	-85	5
-42	-75	-33	22	25	-16
-13	-27	-1	-45	70	-22
49	-59	81	-85	82	-100
65	79	-15	-59	-57	57
-87	-1	-2	-68	52	-45
-8	34	-39	52	19	78
37	58	62	-16	52	-43
71	77	-6	-70	11	32
59	58	36	54	98	-21
90	-35	-18	26	36	56
74	-61	-68	-100	-48	9
90	8	5	68	-56	25
19	-22	-44	42	5	-63
34	0	23	-38	-22	-85
55	-31	78	0	-59	-95
97	-70	-2	7	-79	-65
-23	62	-34	-94	47	22
63	-72	51	-86	-34	49
4	18	-47	82	-1	85
31	-99	-68	-97	-47	33
-25	29	-100	10	-39	26
-77	-81	43	2	17	-37
31	84	79	53	-36	-55
79	-38	-8	-61	-32	-87
-41	64	-94	-80	-10	73
22	42	79	24	-76	-7
-32	-98	59	-95	9	-23
-92	2	-64	-50	-51	-75
2	-31	82	21	-95	-60
74	79	29	96	-61	73
-18	-45	89	55	-96	68
6	48	-13	41	95	70
83	32	21	93	61	-44
-40	-6	7	-75	-45	-31
-65	55	-81	85	57	-96
-77	56	-21	1	5	-96
13	45	43	37	-79	-95
95	-93	-29	34	67	-98
17	62	0	-94	-100	-59
24	-34	-85	-59	-30	14
2	17	6	73	-92	-89
64	-78	-19	10	-59	44
25	-71	-57	33	-28	86
-26	-4	-53	-88	-36	-4
-86	-79	-11	-29	99	-97
45	30	73	-49	69	95
49	22	-34	-9	10	25
32	29	8	-40	-26	-84
93	52	78	-38	-3	43
4	-64	-49	-73	25	8
83	24	-68	-17	-94	-26
49	8	-45	-37	-60	-90
-34	65	49	-48	-95	25
-19	-86	93	58	73	57
-31	-12	-8	-93	-8	-71
33	35	46	-6	62	37
-24	16	-87	61	52	68
16	79	44	-20	15	-74
-80	25	100	54	16	-69
4	-26	65	4	-84	-62
52	-66	86	-38	-36	-68
-15	-16	99	-64	65	-27
30	33	47	-89	-91	39
6	-44	-8	-78	65	-12
25	35	-58	75	-86	4
-53	-88	-48	32	-54	-4
-73	53	4	-13	38	74
-48	27	-46	-52	24	-71
21	28	-58	-30	75	5
-70	-4	67	28	-33	98
86	87	52	-5	-25	-44
-88	-9	-50	-82	-66	13
35	99	93	-12	21	-46
-54	-33	-25	-16	30	93
-31	6	-91	51	-39	53
40	7	-92	-36	-37	-26
-58	-3	-59	-63	-16	58
37	12	-14	0	26	32
35	-17	-80	-27	-81	79
64	-95	-61	-54	19	-62
-35	-90	2	22	-49	-78
40	68	19	-89	96	5
27	7	-30	-38	7	68
69	63	20	-19	49	-1
67	-56	17	36	66	-75
32	-17	-34	-15	-11	59
-61	85	71	-26	-98	-82
-21	51	66	51	-78	-69
65	-90	-50	-71	40	65
-45	53	88	22	-70	71
-68	-33	29	-86	-4	27
23	-40	88	-81	28	-33
30	-94	-1	80	72	-49
-8	-45	-5	-69	48	-38
91	71	80	-98	74	-49
-65	23	2	61	17	5
39	6	86	-67	93	43
5	-36	-4	-47	-97	51
-18	33	-6	9	-88	-2
41	74	-51	19	62	42
21	-61	84	-34	-49	10
-91	12	-85	46	53	-9
-1	-27	-93	-8	-59	-91
-15	-89	-40	-49	-62	-35
17	96	75	-6	-95	-20
15	9	59	93	-44	25
-30	81	-61	-32	-38	-47
95	-63	-75	2	30	-50
-99	72	-58	-49	91	-18
44	-51	-54	-74	54	-79
-56	-36	88	52	91	-65
-53	86	94	41	81	38
34	-7	-16	-70	-41	-70
86	99	59	43	12	-72
43	-44	-15	26	26	13
26	-45	46	90	-19	40
-22	87	37	8	17	-16
48	-19	-41	-87	1	33
35	85	-81	66	-32	25
0	58	23	61	-59	81
51	-98	-64	-98	-53	-36
-77	94	-25	21	99	62
-62	31	-26	62	-12	-34
74	-95	31	-57	-86	35
4	26	6	69	-8	17
-15	78	-90	-46	-27	-41
-84	73	-1	84	-22	-38
38	66	40	97	58	30
0	94	-45	-58	52	1
-31	-4	79	51	-38	-49
4	-47	-49	-67	40	43
0	-44	-90	62	53	6
70	-13	-44	33	-35	-14
26	-31	14	83	-56	-18
34	-59	-58	68	66	-40
-2	64	77	-75	32	20
17	86	47	66	-69	92
-70	-75	-65	-71	-59	-90
-64	-22	-76	-15	-40	-12
-69	-98	-88	-14	5	33
33	-81	-44	69	-87	97
78	87	97	-56	79	46
87	-88	72	66	95	0
-59	-33	-86	6	-7	66
-97	-58	91	53	-48	-88
-99	-87	-65	2	-100	-40
57	-96	-76	-1	46	17
-13	24	-74	42	5	96
19	-35	63	97	-56	-89
86	22	-50	67	40	22
-24	59	16	-40	56	-67
-6	83	10	61	28	-66
-99	-61	89	-78	-20	74
-52	33	27	40	16	-10
-78	-12	-96	-44	-87	72
-67	-68	-25	-35	45	47
-5	60	56	-72	47	-57
-85	98	-54	-81	-85	-57
12	21	96	88	65	-45
-3	-38	83	51	-60	77
18	-56	-33	-58	-59	-28
53	88	53	47	-55	-59
-53	76	23	-54	53	62
-60	93	-24	52	-62	45
26	-58	99	3	-84	85
-41	-93	-80	-18	52	52
-43	64	-35	-28	-76	-15
50	-4	-23	30	94	30
87	48	10	96	70	39
74	82	-12	10	-57	-35
-10	-19	-53	14	-56	45
50	51	36	-29	-73	-75
64	-73	-74	-30	-37	21
52	-8	78	85	-66	-33
-2	-33	-19	-44	-31	59
93	66	94	-46	-65	81
61	87	12	89	-30	-21
-3	-77	20	-97	49	30
-75	-39	-83	-6	-90	65
-91	-98	-27	82	64	74
-73	62	-59	-6	99	-53
9	14	-33	-65	79	42
-94	-39	-34	-62	-84	84
63	4	47	39	-96	-3
-32	-8	85	-69	-21	61
12	-67	1	67	-73	-38
-40	-89	-5	7	-22	61
