-4	-10
-4	-9
-4	-8
-4	-7
-4	-6
-4	-5
-4	-4
-4	-3
-4	-1
-4	0
-4	3
-4	4
-4	5
-4	6
-4	7
-4	8
-4	9
-4	10
-4	11
-4	15
-4	16
-4	17
-4	21
-4	22
-4	23
-3	-22
-3	-21
-3	-20
-3	-16
-3	-15
-3	-14
-3	-10
-3	-9
-3	-8
-3	-4
-3	-3
-3	-2
-3	-1
-3	0
-3	2
-3	3
-3	4
-3	8
-3	9
-3	10
-3	14
-3	15
-3	16
-3	20
-3	21
-3	22
-2	-21
-2	-20
-2	-19
-2	-15
-2	-14
-2	-13
-2	-9
-2	-8
-2	-7
-2	-3
-2	-2
-2	-1
-2	0
-2	1
-2	2
-2	3
-2	7
-2	8
-2	9
-2	13
-2	14
-2	15
-2	19
-2	20
-2	21
-1	-20
-1	-19
-1	-18
-1	-14
-1	-13
-1	-12
-1	-8
-1	-7
-1	-6
-1	-5
-1	-4
-1	-3
-1	-2
-1	-1
-1	0
-1	1
-1	2
-1	3
-1	4
-1	5
-1	6
-1	7
-1	8
-1	9
-1	10
-1	11
-1	12
-1	13
-1	14
-1	15
-1	16
-1	17
-1	18
-1	19
-1	20
-1	21
-1	22
-1	23
-1	24
0	-25
0	-24
0	-23
0	-22
0	-21
0	-20
0	-19
0	-18
0	-17
0	-16
0	-15
0	-14
0	-13
0	-12
0	-11
0	-10
0	-9
0	-8
0	-7
0	-6
0	-5
0	-4
0	-3
0	-2
0	-1
0	0
0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
0	9
0	10
0	11
0	12
0	13
0	14
0	15
0	16
0	17
0	18
0	19
0	20
0	21
0	22
0	23
0	24
0	25
1	-24
1	-23
1	-22
1	-21
1	-20
1	-19
1	-18
1	-17
1	-16
1	-15
1	-14
1	-13
1	-12
1	-11
1	-10
1	-9
1	-8
1	-7
1	-6
1	-5
1	-4
1	-3
1	-2
1	-1
1	0
1	1
1	2
1	6
1	7
1	8
1	12
1	13
1	14
1	18
1	19
1	20
2	-21
2	-20
2	-19
2	-15
2	-14
2	-13
2	-9
2	-8
2	-7
2	-3
2	-2
2	-1
2	0
2	1
2	2
2	3
2	7
2	8
2	9
2	13
2	14
2	15
2	19
2	20
2	21
3	-22
3	-21
3	-20
3	-16
3	-15
3	-14
3	-10
3	-9
3	-8
3	-4
3	-3
3	-2
3	-1
3	0
3	1
3	2
3	3
3	4
3	8
3	9
3	10
3	14
3	15
3	16
3	20
3	21
3	22
4	-23
4	-22
4	-21
4	-17
4	-16
4	-15
4	-11
4	-10
4	-9
4	-8
4	-7
4	-6
4	-5
4	-4
4	-3
4	-1
4	0
4	1
4	3
4	4
4	5
4	6
4	7
4	8
4	9
4	10
4	11
4	15
4	16
4	17
4	21
4	22
4	23
5	-22
5	-16
5	-10
5	-9
5	-8
5	-7
5	-6
5	-5
5	-4
5	-1
5	0
5	1
5	4
5	5
5	6
5	7
5	8
5	9
5	10
5	16
5	22
6	-7
6	-6
6	-5
6	-4
6	-1
6	0
6	1
6	4
6	5
6	6
6	7
7	-8
7	-7
7	-6
7	-5
7	-4
7	-2
7	-1
7	0
7	1
7	2
7	4
7	5
7	6
7	7
7	8
8	-15
8	-14
8	-13
8	-12
8	-11
8	-10
8	-9
8	-8
8	-7
8	-5
8	-4
8	-3
8	-2
8	-1
8	0
8	1
8	2
8	3
8	4
8	5
8	7
8	8
8	9
8	10
8	11
8	12
8	13
8	14
8	15
9	-15
9	-14
9	-13
9	-12
9	-11
9	-10
9	-9
9	-8
9	-5
9	-4
9	-3
9	-2
9	-1
9	0
9	1
9	2
9	3
9	4
9	5
9	8
9	9
9	10
9	11
9	12
9	13
9	14
9	15
10	-11
10	-10
10	-9
10	-8
10	-5
10	-4
10	-3
10	-1
10	0
10	1
10	3
10	4
10	5
10	8
10	9
10	10
10	11
11	-12
11	-11
11	-10
11	-9
11	-8
11	-4
11	-1
11	0
11	1
11	4
11	8
11	9
11	10
11	11
11	12
12	-19
12	-18
12	-17
12	-16
12	-15
12	-14
12	-13
12	-12
12	-11
12	-9
12	-8
12	-1
12	0
12	1
12	8
12	9
12	11
12	12
12	13
12	14
12	15
12	16
12	17
12	18
12	19
13	-19
13	-18
13	-17
13	-16
13	-15
13	-14
13	-13
13	-12
13	-9
13	-8
13	-2
13	-1
13	0
13	1
13	2
13	8
13	9
13	12
13	13
13	14
13	15
13	16
13	17
13	18
13	19
14	-15
14	-14
14	-13
14	-12
14	-9
14	-8
14	-3
14	-2
14	-1
14	0
14	1
14	2
14	3
14	8
14	9
14	12
14	13
14	14
14	15
15	-16
15	-15
15	-14
15	-13
15	-12
15	-9
15	-8
15	-4
15	-3
15	-2
15	-1
15	0
15	1
15	2
15	3
15	4
15	8
15	9
15	12
15	13
15	14
15	15
15	16
16	-17
16	-16
16	-15
16	-13
16	-12
16	-5
16	-4
16	-3
16	-1
16	0
16	1
16	3
16	4
16	5
16	12
16	13
16	15
16	16
16	17
17	-17
17	-16
17	-13
17	-12
17	-4
17	-1
17	0
17	1
17	4
17	12
17	13
17	16
17	17
18	-13
18	-12
18	-1
18	0
18	1
18	12
18	13
19	-13
19	-12
19	-2
19	-1
19	0
19	1
19	2
19	12
19	13
20	-3
20	-2
20	-1
20	0
20	1
20	2
20	3
21	-4
21	-3
21	-2
21	-1
21	0
21	1
21	2
21	3
21	4
22	-5
22	-4
22	-3
22	-1
22	0
22	1
22	3
22	4
22	5
23	-4
23	-1
23	0
23	1
23	4
24	-1
24	0
24	1
25	0
48	-61
48	-60
49	-61
49	-60
50	-66
50	-65
50	-61
50	-60
50	-55
50	-54
51	-66
51	-65
51	-64
51	-61
51	-60
51	-56
51	-55
51	-54
52	-65
52	-64
52	-63
52	-61
52	-60
52	-57
52	-56
52	-55
53	-64
53	-63
53	-62
53	-61
53	-60
53	-58
53	-57
53	-56
54	-63
54	-62
54	-61
54	-60
54	-59
54	-58
54	-57
55	-77
55	-76
55	-62
55	-61
55	-60
55	-59
55	-58
55	-44
55	-43
56	-77
56	-76
56	-61
56	-60
56	-59
56	-44
56	-43
57	-83
57	-82
57	-77
57	-76
57	-61
57	-60
57	-44
57	-43
57	-38
57	-37
58	-83
58	-82
58	-81
58	-77
58	-76
58	-66
58	-65
58	-61
58	-60
58	-55
58	-54
58	-44
58	-43
58	-39
58	-38
58	-37
59	-82
59	-81
59	-80
59	-77
59	-76
59	-66
59	-65
59	-64
59	-61
59	-60
59	-56
59	-55
59	-54
59	-44
59	-43
59	-40
59	-39
59	-38
60	-81
60	-80
60	-79
60	-77
60	-76
60	-72
60	-71
60	-65
60	-64
60	-63
60	-61
60	-60
60	-57
60	-56
60	-55
60	-49
60	-48
60	-44
60	-43
60	-41
60	-40
60	-39
61	-80
61	-79
61	-78
61	-77
61	-76
61	-72
61	-71
61	-64
61	-63
61	-62
61	-61
61	-60
61	-58
61	-57
61	-56
61	-49
61	-48
61	-44
61	-43
61	-42
61	-41
61	-40
62	-79
62	-78
62	-77
62	-76
62	-72
62	-71
62	-63
62	-62
62	-61
62	-60
62	-59
62	-58
62	-57
62	-49
62	-48
62	-44
62	-43
62	-42
62	-41
63	-85
63	-84
63	-83
63	-82
63	-81
63	-80
63	-79
63	-78
63	-77
63	-76
63	-72
63	-71
63	-62
63	-61
63	-60
63	-59
63	-58
63	-49
63	-48
63	-44
63	-43
63	-42
63	-41
63	-40
63	-39
63	-38
63	-37
63	-36
63	-35
64	-85
64	-84
64	-83
64	-82
64	-81
64	-80
64	-79
64	-78
64	-77
64	-76
64	-75
64	-72
64	-71
64	-61
64	-60
64	-59
64	-49
64	-48
64	-45
64	-44
64	-43
64	-42
64	-41
64	-40
64	-39
64	-38
64	-37
64	-36
64	-35
65	-76
65	-75
65	-74
65	-72
65	-71
65	-61
65	-60
65	-49
65	-48
65	-46
65	-45
65	-44
66	-75
66	-74
66	-73
66	-72
66	-71
66	-66
66	-65
66	-61
66	-60
66	-55
66	-54
66	-49
66	-48
66	-47
66	-46
66	-45
67	-74
67	-73
67	-72
67	-71
67	-66
67	-65
67	-64
67	-61
67	-60
67	-56
67	-55
67	-54
67	-49
67	-48
67	-47
67	-46
68	-80
68	-79
68	-78
68	-77
68	-76
68	-75
68	-74
68	-73
68	-72
68	-71
68	-66
68	-65
68	-64
68	-63
68	-61
68	-60
68	-57
68	-56
68	-55
68	-54
68	-49
68	-48
68	-47
68	-46
68	-45
68	-44
68	-43
68	-42
68	-41
68	-40
69	-80
69	-79
69	-78
69	-77
69	-76
69	-75
69	-74
69	-73
69	-72
69	-71
69	-70
69	-66
69	-65
69	-64
69	-63
69	-62
69	-61
69	-60
69	-58
69	-57
69	-56
69	-55
69	-54
69	-50
69	-49
69	-48
69	-47
69	-46
69	-45
69	-44
69	-43
69	-42
69	-41
69	-40
70	-71
70	-70
70	-69
70	-66
70	-65
70	-63
70	-62
70	-61
70	-60
70	-59
70	-58
70	-57
70	-55
70	-54
70	-51
70	-50
70	-49
71	-70
71	-69
71	-68
71	-66
71	-65
71	-62
71	-61
71	-60
71	-59
71	-58
71	-55
71	-54
71	-52
71	-51
71	-50
72	-69
72	-68
72	-67
72	-66
72	-65
72	-61
72	-60
72	-59
72	-55
72	-54
72	-53
72	-52
72	-51
73	-68
73	-67
73	-66
73	-65
73	-61
73	-60
73	-55
73	-54
73	-53
73	-52
74	-90
74	-89
74	-82
74	-81
74	-74
74	-73
74	-72
74	-71
74	-70
74	-69
74	-68
74	-67
74	-66
74	-65
74	-61
74	-60
74	-55
74	-54
74	-53
74	-52
74	-51
74	-50
74	-49
74	-48
74	-47
74	-46
74	-39
74	-38
74	-31
74	-30
75	-90
75	-89
75	-88
75	-82
75	-81
75	-80
75	-74
75	-73
75	-72
75	-71
75	-70
75	-69
75	-68
75	-67
75	-66
75	-65
75	-64
75	-61
75	-60
75	-56
75	-55
75	-54
75	-53
75	-52
75	-51
75	-50
75	-49
75	-48
75	-47
75	-46
75	-40
75	-39
75	-38
75	-32
75	-31
75	-30
76	-89
76	-88
76	-87
76	-81
76	-80
76	-79
76	-73
76	-72
76	-71
76	-65
76	-64
76	-63
76	-61
76	-60
76	-57
76	-56
76	-55
76	-49
76	-48
76	-47
76	-41
76	-40
76	-39
76	-33
76	-32
76	-31
77	-88
77	-87
77	-86
77	-80
77	-79
77	-78
77	-72
77	-71
77	-70
77	-64
77	-63
77	-62
77	-61
77	-60
77	-59
77	-58
77	-57
77	-56
77	-50
77	-49
77	-48
77	-42
77	-41
77	-40
77	-34
77	-33
77	-32
78	-87
78	-86
78	-85
78	-79
78	-78
78	-77
78	-71
78	-70
78	-69
78	-63
78	-62
78	-61
78	-60
78	-59
78	-58
78	-57
78	-51
78	-50
78	-49
78	-43
78	-42
78	-41
78	-35
78	-34
78	-33
79	-86
79	-85
79	-84
79	-78
79	-77
79	-76
79	-70
79	-69
79	-68
79	-62
79	-61
79	-60
79	-59
79	-58
79	-57
79	-56
79	-55
79	-54
79	-53
79	-52
79	-51
79	-50
79	-49
79	-48
79	-47
79	-46
79	-45
79	-44
79	-43
79	-42
79	-41
79	-40
79	-39
79	-38
79	-37
79	-36
79	-35
79	-34
79	-33
79	-32
79	-31
79	-30
79	-29
79	-28
80	-93
80	-92
80	-91
80	-90
80	-89
80	-88
80	-87
80	-86
80	-85
80	-84
80	-83
80	-82
80	-81
80	-80
80	-79
80	-78
80	-77
80	-76
80	-75
80	-74
80	-73
80	-72
80	-71
80	-70
80	-69
80	-68
80	-67
80	-66
80	-65
80	-64
80	-63
80	-62
80	-61
80	-60
80	-59
80	-58
80	-57
80	-56
80	-55
80	-54
80	-53
80	-52
80	-51
80	-50
80	-49
80	-48
80	-47
80	-46
80	-45
80	-44
80	-43
80	-42
80	-41
80	-40
80	-39
80	-38
80	-37
80	-36
80	-35
80	-34
80	-33
80	-32
80	-31
80	-30
80	-29
80	-28
80	-27
81	-92
81	-91
81	-90
81	-89
81	-88
81	-87
81	-86
81	-85
81	-84
81	-83
81	-82
81	-81
81	-80
81	-79
81	-78
81	-77
81	-76
81	-75
81	-74
81	-73
81	-72
81	-71
81	-70
81	-69
81	-68
81	-67
81	-66
81	-65
81	-64
81	-63
81	-62
81	-61
81	-60
81	-59
81	-58
81	-57
81	-56
81	-55
81	-52
81	-51
81	-50
81	-44
81	-43
81	-42
81	-36
81	-35
81	-34
82	-87
82	-86
82	-85
82	-79
82	-78
82	-77
82	-71
82	-70
82	-69
82	-63
82	-62
82	-61
82	-60
82	-59
82	-58
82	-57
82	-51
82	-50
82	-49
82	-43
82	-42
82	-41
82	-35
82	-34
82	-33
83	-88
83	-87
83	-86
83	-80
83	-79
83	-78
83	-72
83	-71
83	-70
83	-64
83	-63
83	-62
83	-61
83	-60
83	-59
83	-58
83	-57
83	-56
83	-50
83	-49
83	-48
83	-42
83	-41
83	-40
83	-34
83	-33
83	-32
84	-89
84	-88
84	-87
84	-81
84	-80
84	-79
84	-73
84	-72
84	-71
84	-65
84	-64
84	-63
84	-60
84	-59
84	-57
84	-56
84	-55
84	-49
84	-48
84	-47
84	-41
84	-40
84	-39
84	-33
84	-32
84	-31
85	-90
85	-89
85	-88
85	-82
85	-81
85	-80
85	-74
85	-73
85	-72
85	-71
85	-70
85	-69
85	-68
85	-67
85	-66
85	-65
85	-64
85	-60
85	-59
85	-56
85	-55
85	-54
85	-53
85	-52
85	-51
85	-50
85	-49
85	-48
85	-47
85	-46
85	-40
85	-39
85	-38
85	-32
85	-31
85	-30
86	-90
86	-89
86	-82
86	-81
86	-74
86	-73
86	-72
86	-71
86	-70
86	-69
86	-68
86	-67
86	-66
86	-65
86	-60
86	-59
86	-55
86	-54
86	-53
86	-52
86	-51
86	-50
86	-49
86	-48
86	-47
86	-46
86	-39
86	-38
86	-31
86	-30
87	-68
87	-67
87	-66
87	-65
87	-60
87	-59
87	-55
87	-54
87	-53
87	-52
88	-69
88	-68
88	-67
88	-66
88	-65
88	-61
88	-60
88	-59
88	-55
88	-54
88	-53
88	-52
88	-51
89	-70
89	-69
89	-68
89	-66
89	-65
89	-62
89	-61
89	-60
89	-59
89	-58
89	-55
89	-54
89	-52
89	-51
89	-50
90	-71
90	-70
90	-69
90	-66
90	-65
90	-63
90	-62
90	-61
90	-60
90	-59
90	-58
90	-57
90	-55
90	-54
90	-51
90	-50
90	-49
91	-80
91	-79
91	-78
91	-77
91	-76
91	-75
91	-74
91	-73
91	-72
91	-71
91	-70
91	-66
91	-65
91	-64
91	-63
91	-62
91	-60
91	-59
91	-58
91	-57
91	-56
91	-55
91	-54
91	-50
91	-49
91	-48
91	-47
91	-46
91	-45
91	-44
91	-43
91	-42
91	-41
91	-40
92	-80
92	-79
92	-78
92	-77
92	-76
92	-75
92	-74
92	-73
92	-72
92	-71
92	-66
92	-65
92	-64
92	-63
92	-60
92	-59
92	-57
92	-56
92	-55
92	-54
92	-49
92	-48
92	-47
92	-46
92	-45
92	-44
92	-43
92	-42
92	-41
92	-40
93	-74
93	-73
93	-72
93	-71
93	-66
93	-65
93	-64
93	-60
93	-59
93	-56
93	-55
93	-54
93	-49
93	-48
93	-47
93	-46
94	-75
94	-74
94	-73
94	-72
94	-71
94	-66
94	-65
94	-60
94	-59
94	-55
94	-54
94	-49
94	-48
94	-47
94	-46
94	-45
95	-76
95	-75
95	-74
95	-72
95	-71
95	-60
95	-59
95	-49
95	-48
95	-46
95	-45
95	-44
96	-85
96	-84
96	-83
96	-82
96	-81
96	-80
96	-79
96	-78
96	-77
96	-76
96	-75
96	-72
96	-71
96	-61
96	-60
96	-59
96	-49
96	-48
96	-45
96	-44
96	-43
96	-42
96	-41
96	-40
96	-39
96	-38
96	-37
96	-36
96	-35
97	-85
97	-84
97	-83
97	-82
97	-81
97	-80
97	-79
97	-78
97	-77
97	-76
97	-72
97	-71
97	-62
97	-61
97	-60
97	-59
97	-58
97	-49
97	-48
97	-44
97	-43
97	-42
97	-41
97	-40
97	-39
97	-38
97	-37
97	-36
97	-35
98	-79
98	-78
98	-77
98	-76
98	-72
98	-71
98	-63
98	-62
98	-61
98	-60
98	-59
98	-58
98	-57
98	-49
98	-48
98	-44
98	-43
98	-42
98	-41
99	-80
99	-79
99	-78
99	-77
99	-76
99	-72
99	-71
99	-64
99	-63
99	-62
99	-60
99	-59
99	-58
99	-57
99	-56
99	-49
99	-48
99	-44
99	-43
99	-42
99	-41
99	-40
100	-81
100	-80
100	-79
100	-77
100	-76
100	-72
100	-71
100	-65
100	-64
100	-63
100	-60
100	-59
100	-57
100	-56
100	-55
100	-49
100	-48
100	-44
100	-43
100	-41
100	-40
100	-39
101	-82
101	-81
101	-80
101	-77
101	-76
101	-66
101	-65
101	-64
101	-60
101	-59
101	-56
101	-55
101	-54
101	-44
101	-43
101	-40
101	-39
101	-38
102	-83
102	-82
102	-81
102	-77
102	-76
102	-66
102	-65
102	-60
102	-59
102	-55
102	-54
102	-44
102	-43
102	-39
102	-38
102	-37
103	-83
103	-82
103	-77
103	-76
103	-60
103	-59
103	-44
103	-43
103	-38
103	-37
104	-77
104	-76
104	-61
104	-60
104	-59
104	-44
104	-43
105	-77
105	-76
105	-62
105	-61
105	-60
105	-59
105	-58
105	-44
105	-43
106	-63
106	-62
106	-61
106	-60
106	-59
106	-58
106	-57
107	-64
107	-63
107	-62
107	-60
107	-59
107	-58
107	-57
107	-56
108	-65
108	-64
108	-63
108	-60
108	-59
108	-57
108	-56
108	-55
109	-66
109	-65
109	-64
109	-60
109	-59
109	-56
109	-55
109	-54
110	-66
110	-65
110	-60
110	-59
110	-55
110	-54
111	-60
111	-59
112	-60
112	-59
113	-60
