206	149	129	110	82	58	32
92	39	72	18	77	51	73
109	52	41	56	39	79	46
115	45	53	39	86	80	46
84	31	48	30	85	73	56
93	29	62	59	39	28	54
81	56	23	28	19	87	77
129	89	38	37	67	86	45
72	38	24	33	25	53	29
78	57	63	68	76	71	32
94	34	76	36	41	42	82
74	26	19	85	78	46	26
113	80	62	51	40	86	84
86	57	66	22	69	38	76
142	77	69	40	54	78	57
114	50	37	72	83	58	62
78	37	26	90	66	84	82
196	147	127	106	87	68	41
73	34	30	75	71	54	69
97	49	67	51	83	81	81
89	71	47	36	45	42	43
52	23	61	85	22	78	47
52	27	35	86	39	57	81
94	50	21	32	73	88	25
107	86	84	34	19	73	84
116	86	39	66	40	58	22
87	61	56	80	73	35	79
94	47	56	23	25	50	84
133	85	70	62	75	52	80
137	86	85	79	32	90	25
190	162	141	115	96	66	42
220	198	169	141	112	92	70
141	90	60	90	29	62	26
197	142	116	92	67	43	20
110	52	43	54	89	69	24
77	44	48	55	71	68	55
94	71	31	58	32	59	79
249	213	192	167	141	116	87
96	39	43	90	57	25	53
79	32	78	30	72	67	61
79	48	25	23	89	71	20
100	65	90	87	34	45	67
205	161	135	113	85	55	37
61	37	59	32	83	32	61
181	144	118	98	70	48	20
202	167	146	124	94	64	39
114	68	65	66	61	60	73
102	63	37	54	24	56	43
121	87	35	67	41	71	84
79	45	81	67	64	66	20
62	23	26	53	65	85	40
66	45	41	88	43	74	88
263	198	174	152	125	96	71
87	39	24	36	46	37	75
150	82	87	60	53	80	76
89	65	20	26	20	88	76
141	80	23	74	80	39	58
81	56	48	63	80	26	34
90	68	63	88	26	26	56
90	64	59	51	52	56	55
72	24	35	79	75	37	69
68	35	46	60	77	72	39
230	164	135	115	87	60	30
117	73	29	20	32	83	83
132	64	22	44	69	76	48
120	63	38	58	83	75	64
71	28	77	88	24	83	65
139	70	82	79	22	20	35
94	41	88	63	64	33	41
255	225	201	175	147	119	89
138	87	51	68	64	26	72
122	67	46	33	79	50	49
143	75	35	46	52	66	77
139	87	54	72	31	72	78
119	87	55	40	29	67	49
100	31	26	84	62	65	39
127	81	45	79	37	78	38
117	79	20	42	56	20	27
144	79	49	84	48	29	39
126	61	64	74	55	61	26
55	27	88	78	77	24	40
254	189	159	132	113	89	61
98	41	86	26	51	43	89
74	43	20	42	88	89	72
238	182	153	134	107	87	60
120	71	73	36	87	85	25
91	67	50	89	61	61	23
96	62	43	34	51	37	43
106	49	39	64	81	78	36
138	80	60	30	85	35	38
77	41	71	44	49	76	45
55	34	69	40	24	22	23
56	31	35	84	60	73	85
122	77	68	41	76	50	18
117	54	23	36	54	72	69
142	88	79	86	77	58	43
85	42	54	31	83	67	64
142	86	76	49	88	41	43
92	56	67	42	63	34	38
144	88	31	37	84	24	40
122	81	63	77	86	76	55
43	19	85	26	29	88	60
94	47	49	27	56	89	49
95	64	26	28	40	66	59
270	216	196	168	141	112	82
127	57	57	59	62	33	51
214	144	125	95	76	46	20
106	43	37	31	41	81	61
207	180	162	143	114	94	64
113	79	74	35	89	28	41
207	141	115	96	76	53	27
120	63	53	28	29	74	32
97	66	63	66	68	62	55
101	77	26	54	52	38	35
118	59	61	76	39	63	81
68	46	24	61	45	42	25
111	56	76	42	60	57	80
173	139	118	94	71	53	29
71	18	48	44	68	53	20
139	89	74	29	37	81	41
115	81	41	58	20	32	67
80	45	77	26	88	78	34
132	77	81	31	27	27	33
145	85	40	18	56	79	56
198	153	131	112	92	69	51
98	56	39	64	76	29	87
64	19	57	41	82	65	33
195	154	134	115	86	67	44
89	46	33	42	26	43	52
143	81	72	31	30	24	70
93	63	73	59	37	22	51
65	30	79	22	40	45	58
146	86	86	57	82	72	21
145	77	19	75	57	71	77
91	31	19	41	44	24	42
104	79	44	34	35	38	18
97	34	86	76	82	43	58
110	81	90	66	51	71	63
107	72	82	67	68	85	89
152	86	48	74	72	83	60
204	147	126	104	78	59	31
106	46	60	42	50	51	80
218	179	159	136	117	95	73
200	153	131	107	87	64	37
88	41	43	90	60	36	84
90	70	25	40	23	79	74
212	192	163	137	117	87	61
93	72	49	30	53	81	62
114	84	79	43	31	30	58
174	145	118	90	68	48	20
44	21	42	66	49	60	54
39	18	43	69	68	18	54
184	143	116	86	68	47	24
188	156	130	103	74	52	25
249	191	168	144	117	91	61
256	191	172	142	117	97	76
93	51	70	19	64	76	32
134	71	25	20	78	53	83
261	208	180	161	134	107	84
111	81	21	71	77	35	72
203	164	146	120	98	71	46
95	61	27	41	56	47	69
106	72	55	56	54	63	33
103	80	78	60	43	73	71
107	40	46	40	23	73	59
237	170	141	121	98	71	42
136	67	21	37	38	26	77
61	18	35	71	40	67	53
100	38	70	57	57	84	34
98	80	70	44	87	42	74
115	73	76	71	40	53	48
107	81	24	71	81	69	50
156	129	110	86	60	42	19
216	176	151	128	110	87	60
82	56	88	38	83	76	82
234	180	161	139	119	91	71
135	68	73	64	22	72	57
189	160	140	113	94	71	41
79	31	54	59	41	65	53
89	34	60	53	20	21	31
100	42	80	35	57	69	18
71	22	42	87	58	56	44
127	74	41	71	33	42	72
56	28	37	45	64	56	27
234	195	176	153	130	109	81
115	67	21	22	56	67	30
99	69	63	90	22	47	32
105	38	18	87	46	48	54
57	37	62	45	54	60	82
208	180	157	132	105	76	58
88	18	41	85	52	69	68
129	69	40	48	70	88	25
71	44	54	58	50	51	48
245	201	172	144	126	108	85
76	38	60	54	38	82	23
101	62	84	50	49	57	83
192	167	147	126	99	80	57
47	29	52	78	69	39	34
84	66	60	49	70	37	41
46	24	39	37	47	40	39
109	56	78	33	24	71	82
146	80	21	29	85	46	69
207	185	161	141	112	82	60
85	61	52	31	39	66	56
86	35	63	89	62	59	45
79	60	24	26	41	64	28
258	205	181	159	135	108	84
130	72	71	61	38	50	80
126	64	85	79	24	45	38
71	46	26	39	53	83	32
107	84	58	44	83	88	44
97	54	23	66	51	18	27
45	18	46	48	27	89	69
258	204	178	148	123	103	75
117	86	57	30	37	29	68
104	50	26	90	71	80	29
91	69	37	69	40	34	80
92	48	89	32	60	86	86
74	20	61	31	48	59	88
99	49	19	58	18	80	51
220	172	154	133	107	78	60
164	144	125	99	74	50	30
108	73	34	45	53	28	28
234	175	152	128	105	78	53
231	174	147	120	91	65	46
146	76	19	21	43	90	77
198	142	116	95	65	43	19
54	19	69	59	62	71	57
133	78	83	78	28	42	38
65	40	80	66	19	77	48
72	23	86	51	81	70	84
228	190	171	143	119	97	71
82	41	85	67	89	27	83
111	48	19	70	32	82	44
84	31	38	35	28	79	90
95	54	75	36	52	83	19
242	190	167	144	126	97	69
61	35	21	30	81	87	58
151	83	55	52	51	85	27
90	36	35	33	23	69	29
254	187	162	133	113	92	64
232	186	166	146	116	87	59
88	62	32	73	52	79	28
125	80	21	30	77	83	32
58	31	27	25	21	29	64
138	88	70	40	61	88	31
118	88	20	21	20	54	57
242	175	146	123	96	68	44
237	198	179	161	132	111	85
78	23	42	46	69	38	46
239	182	157	136	112	83	61
117	72	55	42	38	43	48
104	63	57	24	34	80	55
95	44	29	27	49	68	66
112	76	55	53	23	21	46
130	85	30	78	25	29	48
209	139	116	98	78	59	35
104	73	65	53	18	33	24
112	53	67	79	85	24	81
94	60	45	49	39	71	82
66	18	33	34	61	24	38
93	59	88	85	37	21	58
77	43	90	26	59	27	87
233	182	164	141	123	94	73
124	68	23	19	65	42	81
238	199	173	154	129	104	83
111	59	67	49	77	79	76
269	201	180	161	136	111	83
79	42	87	63	52	87	87
135	66	82	71	61	51	58
77	22	89	27	56	87	58
114	75	32	37	19	58	41
84	35	18	22	43	39	56
213	146	122	97	78	52	31
59	19	35	90	53	53	70
183	147	119	93	71	43	20
63	44	81	35	60	19	46
87	18	90	68	51	84	83
90	64	77	53	85	58	25
116	74	44	64	54	23	34
144	76	58	49	55	68	87
49	25	33	41	71	23	63
137	90	54	33	66	88	54
142	80	58	18	31	47	90
92	52	77	58	60	18	76
245	183	158	140	122	96	70
82	20	82	28	61	23	65
80	40	41	65	26	63	27
62	32	51	45	32	38	80
65	44	42	20	87	89	18
120	74	54	59	90	68	70
133	82	83	35	35	55	80
51	20	33	78	51	26	58
108	65	64	60	54	78	23
62	22	62	47	48	35	72
135	75	38	67	72	34	44
205	174	146	120	92	70	42
161	137	115	85	64	46	27
88	27	68	58	79	34	69
133	75	49	38	78	24	27
99	43	72	64	51	54	46
90	41	29	43	41	88	45
110	44	62	86	73	59	80
141	75	25	18	57	26	72
67	33	60	22	42	27	28
128	82	60	79	62	71	54
101	65	64	86	69	53	18
104	49	86	27	63	27	56
125	67	20	38	60	70	41
101	31	49	31	47	59	48
73	44	65	53	41	32	59
80	40	67	41	21	58	52
234	203	178	156	130	103	77
85	27	51	71	22	66	88
79	36	39	51	18	83	80
223	156	126	105	84	58	29
74	18	87	48	57	39	18
116	77	63	32	68	64	89
129	67	36	50	43	54	19
141	82	36	49	78	19	82
117	49	87	85	71	79	68
73	39	70	79	31	84	51
248	217	191	169	140	115	87
115	70	87	71	36	57	29
99	42	60	52	59	69	20
96	48	72	28	40	52	73
141	77	82	78	55	71	79
208	162	138	113	95	74	48
117	47	20	57	19	39	60
151	85	46	53	50	48	62
49	26	86	83	18	49	49
58	30	73	75	82	24	27
59	22	86	59	21	20	34
266	207	177	158	128	100	71
75	46	27	19	64	71	33
121	54	66	23	41	61	57
240	203	177	155	130	112	84
89	26	35	77	48	62	70
60	31	83	24	58	60	47
221	199	173	152	123	97	73
85	23	38	60	63	58	87
97	68	84	88	18	21	81
195	173	152	126	96	72	50
77	37	29	45	50	75	49
113	66	18	86	45	87	71
179	137	118	99	72	52	29
49	30	45	28	23	54	70
84	40	60	81	79	61	58
60	26	73	36	59	60	71
226	190	163	138	113	86	57
98	50	47	54	38	61	60
84	61	73	47	75	36	29
80	47	57	62	22	49	43
104	67	65	88	50	63	50
67	30	61	80	18	48	85
78	26	49	83	87	42	78
121	86	42	30	76	69	49
82	23	67	61	66	58	35
238	202	184	156	133	110	84
136	89	27	90	77	85	90
117	86	42	47	86	74	56
76	47	87	74	47	52	58
77	19	49	34	40	51	46
63	30	57	77	22	47	36
74	50	57	35	64	61	43
93	71	56	64	29	90	56
82	45	54	39	88	84	52
100	69	24	69	56	78	76
58	32	39	81	77	70	55
185	151	132	111	85	62	32
100	68	28	73	76	89	70
94	70	39	49	75	33	36
260	221	192	165	138	111	85
102	79	88	46	55	46	20
79	58	79	40	82	77	48
195	163	133	106	76	58	38
43	19	47	21	47	68	60
66	21	60	86	21	67	82
88	41	89	30	79	57	45
105	79	41	78	71	22	63
233	169	147	128	107	81	52
202	167	137	118	89	67	45
94	64	69	75	26	68	74
116	90	25	90	53	86	35
247	197	179	157	129	106	88
131	72	30	49	53	75	59
267	200	171	144	116	93	65
120	68	62	39	22	32	61
136	67	35	27	18	78	19
88	27	56	66	90	55	24
104	36	63	46	42	32	53
220	181	156	136	109	89	67
99	68	80	29	64	53	72
90	37	18	26	20	22	20
82	41	77	34	81	25	60
196	141	119	94	72	46	21
127	82	33	29	58	69	39
119	65	45	61	80	51	60
90	58	46	22	89	19	87
182	137	118	93	72	48	27
101	76	56	73	29	71	78
88	36	22	63	52	35	75
108	68	45	87	64	61	25
247	192	162	143	118	92	66
190	157	132	113	83	59	32
142	79	68	38	74	33	20
104	66	19	64	54	77	51
212	175	148	125	101	77	57
139	87	23	32	76	53	83
200	141	122	95	70	48	30
107	80	62	43	80	28	83
114	72	71	54	50	84	54
271	205	177	148	130	101	82
209	165	139	117	99	79	52
133	64	23	18	76	72	49
181	156	134	105	82	62	34
85	54	44	73	59	31	73
244	180	159	136	107	79	58
123	89	67	56	81	48	42
78	60	20	50	25	25	84
107	59	58	38	74	60	56
120	86	43	54	76	69	81
147	77	60	38	32	35	26
75	34	67	71	88	77	52
92	43	49	43	55	79	57
73	50	79	28	55	21	24
217	150	122	104	76	50	27
260	218	193	165	147	117	90
95	57	70	53	89	31	18
69	30	83	60	65	59	22
168	143	123	94	70	45	27
125	83	30	20	33	21	28
62	42	56	40	21	31	54
71	36	21	65	88	62	71
84	33	68	20	69	41	70
79	52	71	87	69	26	31
85	51	79	28	65	63	35
118	65	84	87	59	63	70
92	51	52	30	55	54	87
93	46	53	66	80	36	31
73	37	60	69	45	39	37
39	21	39	77	62	76	79
217	172	150	123	95	68	42
84	55	73	65	39	18	71
128	69	38	23	34	49	80
178	158	134	106	80	59	33
258	200	180	158	138	109	88
86	29	52	79	30	72	27
218	182	157	138	116	90	68
66	29	83	51	26	31	85
110	52	62	59	77	84	53
88	35	56	23	33	33	65
107	85	71	48	81	66	33
126	74	70	53	44	38	85
192	144	122	102	73	47	19
81	34	18	66	21	68	83
125	75	48	55	65	54	50
80	24	63	86	70	28	62
114	75	46	29	76	59	28
67	25	68	21	51	54	39
211	153	129	107	80	61	43
126	86	71	50	67	56	22
61	19	32	54	77	40	83
148	79	78	58	29	68	59
52	19	23	58	70	62	73
249	219	194	166	136	108	82
50	30	57	82	35	69	71
110	82	43	53	47	18	53
111	61	84	29	18	21	69
71	49	49	69	38	43	43
61	18	66	85	34	72	80
68	29	82	37	25	71	77
57	38	43	85	65	40	50
92	59	23	81	56	63	54
69	24	48	39	81	28	23
58	39	44	66	44	56	69
147	88	44	22	76	28	41
106	61	85	50	45	18	52
74	31	41	44	36	36	20
77	30	63	57	79	61	83
103	65	57	60	80	47	19
193	148	119	99	77	47	24
179	125	103	85	58	38	19
80	31	19	78	54	18	88
90	60	18	39	82	39	88
97	54	64	24	39	90	42
137	69	40	50	31	29	31
76	46	32	36	37	74	64
66	19	25	77	89	68	56
48	18	70	40	48	61	58
205	140	112	94	70	52	29
87	31	56	73	53	71	18
120	76	60	22	77	60	19
111	69	61	20	42	38	76
85	34	38	72	81	33	30
105	82	67	84	22	87	66
116	56	50	53	59	70	65
207	145	125	107	77	52	34
234	170	142	112	93	69	46
177	147	128	98	77	50	29
67	49	59	35	57	21	71
56	27	18	24	72	33	89
252	184	155	129	109	81	59
138	75	55	30	80	38	41
116	64	26	85	66	64	76
89	33	41	45	85	33	81
101	39	34	74	87	49	80
59	22	37	58	83	21	60
213	192	165	137	119	91	72
63	30	72	68	29	48	70
120	63	44	26	39	90	88
120	82	51	54	71	87	18
133	81	64	76	40	66	32
126	72	69	35	56	77	55
210	166	144	119	96	71	49
121	59	71	45	55	22	58
127	86	23	20	78	43	65
82	44	34	55	88	42	90
114	64	48	36	21	51	51
97	60	56	88	52	83	39
66	29	57	45	36	60	84
89	29	48	18	70	78	40
76	29	71	29	83	49	90
119	49	78	54	60	51	50
80	27	41	39	24	28	89
55	22	76	58	49	43	55
114	63	31	49	77	82	58
119	83	71	85	35	68	87
58	40	54	31	34	34	61
46	28	76	53	25	34	38
132	73	74	33	76	30	64
152	85	88	57	61	45	87
77	42	46	36	44	35	22
99	50	90	39	66	90	18
117	60	39	65	57	42	40
93	50	52	23	30	58	70
50	28	77	48	29	49	65
138	77	64	41	67	54	50
158	138	118	98	72	47	18
59	40	29	27	80	82	23
110	75	78	64	40	39	46
53	30	32	63	67	80	62
178	138	112	87	65	46	25
275	209	183	158	128	103	80
71	48	86	70	30	43	30
83	34	59	74	76	27	45
104	39	81	88	82	61	81
194	174	145	117	93	75	53
214	167	146	126	106	86	62
98	33	89	65	69	71	19
102	64	65	36	42	46	39
142	74	41	30	81	50	27
59	24	22	86	35	72	67
56	32	62	86	78	22	20
142	73	56	63	89	82	23
121	77	87	63	52	44	31
115	59	37	28	54	68	90
87	32	75	40	35	48	33
243	190	164	136	117	96	67
106	83	36	82	71	37	75
206	166	139	115	95	71	47
123	73	20	37	51	53	78
109	84	54	74	33	79	38
131	75	78	33	41	63	41
133	65	36	87	90	72	69
48	29	72	85	60	40	65
88	27	27	30	20	56	75
54	34	71	26	23	87	33
105	40	70	36	70	89	80
122	65	87	55	71	60	82
116	56	31	47	69	88	48
114	88	69	73	68	75	35
87	47	83	32	56	60	76
89	51	79	38	89	63	51
87	39	85	24	18	33	37
53	25	22	72	77	18	65
126	66	36	73	60	30	80
91	73	18	34	42	89	36
99	53	69	64	67	27	23
103	83	48	31	47	63	37
134	90	67	59	32	25	41
214	172	153	132	104	82	63
211	141	117	95	65	46	18
106	71	80	27	80	69	87
113	88	29	33	54	74	86
98	55	86	61	72	22	61
53	31	30	43	58	26	52
96	60	49	66	48	46	60
73	55	85	78	32	67	23
82	32	36	40	29	89	27
107	78	89	90	48	38	67
67	27	47	38	89	68	89
71	48	82	61	82	38	87
91	32	66	39	89	42	27
105	55	35	78	19	33	37
80	42	71	40	48	38	73
275	205	180	151	132	104	86
101	54	38	23	38	64	81
124	73	51	70	56	28	36
229	176	146	119	100	81	54
149	85	87	36	55	26	75
43	25	18	45	20	26	19
93	39	76	68	73	60	54
167	143	124	100	72	46	27
79	33	74	50	36	90	42
132	80	90	25	18	25	31
81	40	37	77	53	70	34
131	73	87	68	27	38	50
92	46	34	47	43	32	80
87	65	88	83	40	43	25
216	177	148	122	102	78	49
74	27	76	46	24	70	74
100	78	87	77	87	62	43
99	31	80	28	37	76	24
99	45	44	22	38	41	33
101	44	38	90	84	52	87
44	25	66	27	77	36	83
67	20	83	45	32	76	23
77	43	69	53	53	23	34
87	48	55	33	23	37	67
90	32	64	77	73	54	33
225	162	138	108	83	62	38
214	145	119	92	72	53	30
217	155	130	108	90	62	40
70	48	47	85	36	30	63
218	159	129	105	79	55	28
128	73	18	90	40	63	20
228	169	144	124	98	76	51
107	65	75	90	36	47	75
218	169	140	117	93	72	43
175	140	121	94	70	48	24
194	135	117	90	62	42	18
116	46	22	49	80	19	67
131	82	35	84	73	63	87
51	26	32	34	43	76	56
68	36	43	69	36	62	64
121	60	52	34	44	89	29
114	45	41	50	63	41	84
223	175	149	130	104	77	48
123	89	70	25	84	57	79
149	82	83	24	37	23	76
70	52	33	72	25	70	53
104	73	80	30	75	47	20
126	85	79	18	39	52	36
184	166	138	118	100	72	46
254	214	184	157	133	105	75
266	201	179	149	124	96	78
125	70	54	65	21	72	83
106	57	63	49	67	49	78
174	149	123	95	72	48	29
122	79	32	41	38	84	59
246	202	172	150	121	98	80
147	88	45	89	66	40	31
113	45	67	24	81	75	35
60	39	89	90	20	44	37
90	59	19	44	60	56	36
209	159	140	121	92	68	48
260	194	174	149	128	107	87
118	53	56	62	46	54	64
121	57	40	59	62	32	49
83	25	66	55	49	61	47
104	41	80	83	42	58	68
110	57	60	31	63	37	30
97	61	24	71	37	19	53
241	180	159	135	112	85	64
119	70	85	60	85	63	53
94	63	63	81	28	47	35
87	37	58	74	39	40	71
62	28	42	55	78	50	75
216	164	140	122	97	71	51
119	81	79	40	38	35	66
142	83	43	40	82	75	35
66	34	74	26	48	27	59
136	77	42	44	71	40	54
104	43	64	34	24	61	80
105	86	24	58	51	29	62
80	26	90	44	21	20	51
103	51	86	49	67	21	27
95	64	63	74	57	25	81
127	64	71	52	35	87	18
90	61	62	54	73	43	38
110	46	41	61	27	48	25
90	28	22	84	25	21	49
109	45	45	69	70	19	59
200	157	133	109	91	63	34
101	81	62	47	46	26	83
196	139	119	90	69	43	19
248	191	173	152	125	103	83
121	73	61	18	87	83	36
91	72	36	88	81	48	79
130	83	53	41	40	39	21
87	25	90	56	25	80	75
41	19	55	79	18	73	90
227	164	145	120	90	63	37
144	76	65	20	66	40	62
60	20	27	28	44	67	18
91	67	65	72	35	40	62
114	52	49	66	25	25	78
120	60	41	81	50	32	23
37	18	82	87	70	75	48
103	37	85	24	61	29	57
132	77	57	52	49	75	69
73	49	24	40	78	50	73
91	31	36	42	44	22	28
77	45	21	31	82	79	55
223	193	175	151	122	103	85
77	24	34	35	58	53	63
231	203	175	155	134	104	84
61	41	34	42	47	68	74
111	74	32	54	75	83	45
113	78	61	50	28	58	21
83	61	78	32	86	77	42
85	44	28	61	24	42	77
76	56	50	90	28	59	19
40	18	55	71	71	59	49
98	62	66	60	70	88	71
72	50	86	50	61	79	33
46	26	60	52	56	48	52
115	45	76	45	26	19	63
102	48	74	37	63	22	83
117	47	46	53	80	74	26
125	89	38	56	38	18	82
93	41	46	50	48	43	29
96	33	36	79	54	63	44
72	22	81	79	56	43	59
148	82	76	86	26	89	22
68	43	86	22	54	55	34
92	62	78	66	76	19	82
223	200	170	152	133	104	76
193	156	136	114	95	66	44
90	23	70	78	81	78	30
61	23	89	90	35	47	19
84	63	56	41	64	41	58
101	52	77	80	51	65	42
235	167	146	116	98	69	46
102	75	20	68	28	33	49
152	125	107	84	63	44	22
51	19	81	28	51	85	41
218	148	127	109	91	67	38
244	181	163	145	126	103	84
102	80	77	88	87	35	72
239	191	161	140	115	90	66
93	47	50	40	64	76	49
101	76	54	65	38	62	48
259	222	193	169	141	112	90
140	74	87	80	84	47	54
159	90	81	66	20	41	60
183	143	116	94	74	54	29
143	78	43	55	30	82	39
52	18	40	52	23	49	75
123	78	58	38	28	67	28
59	38	54	71	60	31	58
233	187	167	146	128	102	77
121	61	55	64	33	18	79
103	80	66	85	53	68	50
74	31	62	38	63	81	30
68	30	48	20	36	20	79
60	40	24	80	41	71	62
88	26	55	44	58	51	83
110	63	36	63	54	75	57
51	33	48	29	45	18	90
73	49	31	81	26	58	47
77	35	78	29	45	72	19
95	61	60	81	66	62	22
142	85	59	81	85	72	81
114	88	31	78	66	77	34
59	18	49	75	67	56	85
100	46	55	88	33	60	37
199	154	131	113	84	55	34
197	166	142	116	93	66	38
220	191	165	142	112	85	60
74	50	51	50	89	34	46
63	37	90	75	35	82	44
231	205	175	156	133	108	83
144	87	68	28	65	82	41
99	73	25	64	59	43	67
150	89	64	60	52	32	33
217	156	128	102	74	55	36
69	32	46	23	29	71	72
232	169	141	123	100	82	64
87	60	19	23	78	31	49
115	54	25	29	88	59	39
80	38	89	56	18	77	67
195	140	115	94	72	52	33
165	143	123	102	75	49	25
116	47	59	22	18	86	73
115	51	73	62	59	89	58
80	46	43	68	50	67	44
103	43	25	72	89	56	67
82	62	71	84	68	40	48
63	25	24	66	27	25	52
175	144	122	93	69	46	21
78	49	53	52	23	36	56
101	43	79	18	40	49	87
104	65	48	25	57	18	26
110	81	53	47	36	56	33
258	196	177	159	132	106	85
197	149	131	112	94	68	46
161	142	121	103	80	60	36
81	41	66	19	77	24	85
81	24	48	59	79	74	40
244	201	178	153	131	101	73
187	158	138	114	84	62	44
125	86	71	64	35	88	65
113	88	24	19	18	84	36
82	32	79	55	35	18	32
95	46	86	37	28	21	71
71	20	79	58	84	76	43
86	44	44	70	51	18	65
176	149	127	97	71	53	23
108	68	80	81	87	65	75
60	28	18	39	49	86	32
60	29	32	46	78	18	67
105	40	18	56	28	62	20
131	78	67	82	49	44	39
223	163	137	108	90	70	50
108	71	72	61	77	57	23
107	77	31	86	33	41	81
102	38	21	44	39	71	67
204	152	130	101	72	50	22
90	41	45	59	58	53	32
211	146	123	102	77	49	30
50	22	75	64	38	64	64
101	31	25	44	18	20	19
77	37	50	62	36	69	26
74	43	38	24	45	78	47
97	66	85	56	51	50	23
137	78	50	81	28	18	53
106	68	25	45	54	86	77
153	88	87	68	66	81	79
87	61	60	49	22	50	40
60	26	36	52	50	26	79
103	37	73	69	72	53	59
87	63	63	21	39	64	65
66	32	28	59	60	53	74
203	183	157	127	105	75	54
109	53	62	51	38	57	41
86	30	49	86	35	62	72
65	37	79	54	37	87	64
74	50	63	45	62	54	46
143	75	63	27	31	79	51
124	74	18	76	39	52	66
79	30	21	21	24	21	71
69	30	26	57	46	30	65
180	151	131	104	80	55	36
83	63	51	42	87	82	38
104	76	57	41	78	65	64
54	26	73	76	45	33	87
95	74	62	88	31	57	70
117	55	53	34	67	46	88
135	80	62	66	29	43	21
85	36	32	82	28	61	67
99	33	58	86	21	49	61
146	86	42	19	67	86	61
185	164	138	115	85	65	40
115	86	77	76	44	25	71
125	61	33	45	63	66	41
259	191	172	145	125	95	77
110	90	58	27	50	59	64
87	19	27	49	40	86	55
97	62	32	31	62	61	63
221	183	158	140	121	102	76
89	42	42	28	21	59	68
98	61	20	44	65	28	68
127	71	43	21	90	82	70
142	77	41	75	56	79	64
76	55	84	88	55	41	67
138	70	72	32	44	78	75
124	72	76	46	62	25	25
174	142	120	102	76	47	25
258	207	181	153	129	106	79
50	26	65	83	74	28	31
75	19	49	18	68	34	73
85	49	35	77	85	42	52
100	76	28	82	39	56	67
179	157	139	113	85	62	39
113	70	33	45	39	61	65
85	47	42	76	37	65	87
202	169	145	122	101	77	57
82	18	86	45	72	42	82
85	60	43	76	67	37	88
111	68	71	47	20	63	89
47	23	22	35	46	26	32
107	61	50	18	35	60	24
119	68	24	71	60	61	75
87	25	82	83	28	26	42
72	26	44	22	60	60	60
84	34	90	74	68	27	84
142	78	42	47	25	27	66
66	21	50	42	54	20	32
92	23	33	26	67	81	45
153	84	56	25	23	75	24
78	51	88	76	52	31	63
88	33	26	31	55	64	62
90	56	39	53	58	65	32
65	22	65	86	68	81	38
95	55	26	88	21	82	77
71	37	62	57	74	25	49
127	89	40	39	69	31	19
150	83	90	45	44	74	38
104	72	57	30	18	33	41
107	80	75	51	19	56	37
137	74	39	43	75	34	69
254	189	163	135	106	76	52
129	71	80	50	69	72	39
83	42	44	29	80	64	19
58	34	53	66	80	34	19
149	83	31	76	27	39	65
212	188	165	142	121	91	65
216	174	146	119	100	81	57
132	82	48	80	34	70	47
91	34	70	69	90	63	70
254	188	159	130	102	84	56
63	37	22	29	78	51	29
67	36	76	25	71	53	22
111	43	49	25	67	78	86
106	85	45	52	53	52	77
119	54	31	81	41	73	44
97	61	71	80	66	31	80
88	25	34	82	88	75	80
237	193	174	152	131	104	75
61	27	19	78	68	59	53
118	62	25	36	64	19	82
